,latest_changed_password,max_item_count,days_since_first_transaction,email_address_age_days,email_domain_label,email_domain_tld_label,email_username_length,num_unique_delivery_addresses,latest_delivery_address_name_length,latest_delivery_address_region_label,latest_delivery_address_fraction_vowels,latest_order_amount_usd,latest_item_category,latest_item_product_title,latest_item_quantity,latest_item_tag_count,per_week_purchase_total,per_week_unique_ips,per_week_update_account,per_week_payment_method_change,per_day_add_item_to_cart,per_day_transactions,per_day_payment_method_change,per_day_devices_per_user,per_day_purchase_total,per_day_unique_billing_last4,per_month_logout,per_month_page_activity,per_month_transactions
10425,False,1.0,1664.1047310052716,1613.1650013078704,1100.0,17.0,9.0,1.0,17.0,5.0,0.3458218750503167,23.358969613081527,Noodles Soups,N1. Thai Noodle Soup,1.0,1.0,0.0,1.0,-999.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,0.0868148874502178
9372,Missing,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Dollar Menu & More,Fries,1.0,1.0,-999.0,1.0,-999.0,0.0,4.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
5790,False,1.0,647.4477940746465,523.7145095949073,386.0,17.0,13.0,2.0,14.0,43.0,0.3277888056956565,109.66741892151568,Gourmet Sandwiches,Half Sandwich & Soup,1.0,1.0,57.2,2.0,2.0,0.0,-999.0,1.0,0.0,1.0,35.75,-999.0,-999.0,1.0,7.625921222868004
362,Missing,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Vegetarian Pizzas,"Spinach Feta (Medium 12"")",1.0,1.0,-999.0,1.0,-999.0,0.0,3.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
12006,False,-999.0,-999.0,402.58058075231486,730.0,17.0,10.0,-999.0,13.0,5.0,0.4319506399014098,-999.0,Missing,Missing,-999.0,-999.0,-999.0,1.0,1.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
2734,False,4.0,612.2012731207857,25.609028680555557,1121.0,17.0,15.0,4.0,13.0,38.0,0.2107082234669775,109.66741892151568,Jumbo Wings,Signature Jumbo Wings (Fresh or Boneless),1.0,1.0,254.27,2.0,6.0,0.0,17.0,3.0,0.0,4.0,254.27,1.0,1.0,5.0,5.66315670057335
5218,False,1.0,314.9896886833975,196.02324071759256,101.0,28.0,8.0,3.0,16.0,43.0,0.2771512781310252,67.98495685818,Entrées - Dinner,Cacio e Pepe,1.0,1.0,36.63,2.0,2.0,0.0,-999.0,1.0,0.0,1.0,36.63,-999.0,-999.0,-999.0,8.258638960875196
12427,False,1.0,507.08013023614626,46.74241853009259,386.0,17.0,10.0,1.0,12.0,5.0,0.5261135869867998,58.27259217552002,Missing,Missing,-999.0,-999.0,0.0,3.0,5.0,0.0,-999.0,1.0,0.0,1.0,0.0,1.0,-999.0,-999.0,9.06787412538868
13010,False,2.0,3.785610164485398,42.04166521990741,386.0,17.0,14.0,1.0,15.0,5.0,0.2736037524222705,109.66741892151568,Signature Sandwiches,Sac City Panther - Half,1.0,1.0,0.0,3.0,8.0,1.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,28.777131127947648
13254,Missing,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Salad / Vegetable,Shrimp Spring Roll,1.0,1.0,-999.0,1.0,-999.0,0.0,2.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
7651,False,1.0,271.8178547413766,482.3226428472222,386.0,17.0,9.0,2.0,14.0,11.0,0.2974084442698107,109.66741892151568,Hot Specialties,Hamburger Steak,1.0,1.0,49.58,2.0,2.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,0.9169077602459508
4759,False,1.0,39.17919049088772,974.360526273148,386.0,17.0,11.0,1.0,13.0,43.0,0.3178086492935078,109.66741892151568,Cajun Pastas,Cajun Pasta,1.0,1.0,34.7,1.0,-999.0,0.0,2.0,1.0,0.0,2.0,34.7,1.0,-999.0,1.0,4.483389023143445
9603,False,1.0,110.10741329562084,10.954241828703704,1100.0,17.0,14.0,1.0,12.0,44.0,0.3468521136464077,109.66741892151568,Drinks,Bottled Water,1.0,1.0,4.33,2.0,1.0,1.0,2.0,1.0,0.0,2.0,0.5,1.0,-999.0,1.0,4.284006771826025
8888,Missing,-999.0,-999.0,57.96000521990741,386.0,17.0,12.0,-999.0,-999.0,-999.0,-999.0,-999.0,100% Beef Burgers,Build Your Own Burger,1.0,1.0,-999.0,1.0,-999.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
11175,False,1.0,641.8522136184181,837.1264328240741,726.0,28.0,12.0,1.0,13.0,34.0,0.4468060424410337,109.66741892151568,Entradas,Patacon,1.0,1.0,0.0,1.0,-999.0,0.0,1.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,1.0,5.856182533770243
13614,False,1.0,320.8355130823404,1768.287521724537,458.0,17.0,11.0,-999.0,13.0,45.0,0.377045628566895,8.158907153511429,Entrees,Burrito Bowl,1.0,1.0,0.0,1.0,-999.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,-999.0
16343,False,2.0,314.9896886833975,872.7501111458333,86.0,46.0,11.0,2.0,8.0,5.0,0.3259086861531262,5.288558145820737,Bundles,King's Snackbox,1.0,1.0,63.96,3.0,1.0,0.0,-999.0,2.0,0.0,3.0,63.96,1.0,-999.0,-999.0,2.5034953032352334
11070,False,1.0,20.796683901271052,29.767432696759258,386.0,17.0,15.0,1.0,12.0,37.0,0.3233790727409754,54.409398322413345,Missing,Missing,-999.0,-999.0,3.84,2.0,2.0,0.0,-999.0,1.0,0.0,2.0,3.84,1.0,-999.0,-999.0,5.140178530664162
8677,False,2.0,314.9896886833975,166.1230452662037,386.0,17.0,13.0,-999.0,12.0,11.0,0.4100996010293232,67.61573466495646,Pizza,Philosopher's Pie,1.0,1.0,0.0,2.0,-999.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,-999.0
3775,False,1.0,314.9896886833975,0.2522407407407408,829.0,17.0,6.0,1.0,10.0,5.0,0.3752460408280527,185.35226394721064,Cookies,Peanut Butter,1.0,1.0,9.74,1.0,4.0,0.0,4.0,1.0,0.0,2.0,9.74,1.0,1.0,2.0,4.483389023143445
15956,Missing,1.0,1574.3870054159202,1021.0728535069444,957.0,17.0,5.0,2.0,14.0,5.0,0.1638444637859767,37.769088327238094,Ramen,Bold Ramen,1.0,1.0,50.86,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,22.6,-999.0,-999.0,-999.0,9.827834334542302
14580,Missing,1.0,39.823922054139075,794.3504374652778,386.0,17.0,7.0,1.0,14.0,5.0,0.1315840631654007,109.66741892151568,Hot Dogs,Bacon Street Dog,1.0,1.0,0.0,1.0,-999.0,0.0,2.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,5.0,0.4651968559738635
197,False,1.0,151.2748080672566,0.0057544097222222,1100.0,17.0,8.0,1.0,13.0,43.0,0.4844435642463447,138.06416312813965,Steaks & Chops,Wagon Boss Top Sirloin*,1.0,1.0,4.78,1.0,4.0,0.0,-999.0,1.0,0.0,1.0,4.78,1.0,-999.0,-999.0,6.1363378167066545
4269,Missing,1.0,186.87631290539116,1365.173325,386.0,17.0,13.0,1.0,11.0,3.0,0.2263694622305562,29.54813999779953,Starters,Handmade Breadsticks,1.0,1.0,56.96,3.0,-999.0,1.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,4.483389023143445
11599,False,2.0,314.9896886833975,118.84381199074076,386.0,17.0,12.0,1.0,11.0,1.0,0.2640939409752547,146.33173086114465,Waffles,Chicken & Waffles,1.0,1.0,68.11,1.0,-999.0,0.0,-999.0,2.0,0.0,1.0,47.89,-999.0,-999.0,-999.0,10.335782931050916
1461,False,1.0,314.9896886833975,139.74027266203706,386.0,17.0,11.0,1.0,13.0,33.0,0.3892951465226689,15.18887015268986,Side,Chips & Guacamole,1.0,1.0,37.6,2.0,5.0,0.0,-999.0,2.0,0.0,2.0,37.6,1.0,-999.0,-999.0,6.514383681020027
11531,False,1.0,192.01650977202956,17.018399837962967,450.0,17.0,11.0,1.0,12.0,41.0,0.2684386933229912,109.66741892151568,Rice Dishes,House Fried Rice Dinner,1.0,1.0,37.08,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,0.0,1.0,-999.0,-999.0,29.893921548530905
14590,Missing,1.0,296.5354365476112,71.66362434027778,386.0,17.0,13.0,1.0,9.0,43.0,0.3698235952020383,135.4935661271993,Jack's Deals,Jr. Bacon Cheeseburger,1.0,1.0,20.17,1.0,-999.0,0.0,-999.0,1.0,0.0,2.0,20.17,1.0,-999.0,1.0,0.6830969103299837
14306,False,1.0,254.53761627235951,781.2274096180556,458.0,17.0,11.0,1.0,12.0,5.0,0.2453541901795326,304.71076987608626,World-Famous Pizookies®,Chocolate Chunk,1.0,1.0,23.84,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,23.84,-999.0,-999.0,-999.0,1.8626832507047937
132,False,1.0,548.3814156649645,748.0603085185185,386.0,17.0,16.0,1.0,16.0,21.0,0.4081418398702293,1.1096999080078724,From the Range,Ranch Steak & Eggs,1.0,1.0,0.0,1.0,4.0,1.0,-999.0,2.0,1.0,1.0,0.0,2.0,-999.0,-999.0,4.483389023143445
11706,Missing,-999.0,-999.0,0.0,386.0,17.0,13.0,-999.0,-999.0,-999.0,-999.0,-999.0,Missing,Missing,-999.0,-999.0,-999.0,1.0,-999.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
14219,False,1.0,398.0327933320881,648.9096057291666,1100.0,17.0,12.0,2.0,14.0,23.0,0.3253678903065511,145.80868359108345,Homestyle Sides,Caesar Salad,1.0,1.0,0.0,2.0,2.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,3.80574754816102
9363,False,1.0,592.1139231094644,315.42928436342595,386.0,17.0,11.0,1.0,16.0,34.0,0.3816260560624023,109.66741892151568,Red's Tavern Burgers,Pig Out Tavern Double,1.0,0.0,22.45,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,22.45,1.0,-999.0,-999.0,4.483389023143445
15514,False,1.0,512.0201628958341,894.0519871296298,386.0,17.0,9.0,1.0,9.0,6.0,0.2270694997253672,109.66741892151568,Vegetarian Selections,"Vegetarian Kow Pad ""J""",1.0,1.0,62.96,1.0,-999.0,0.0,1.0,1.0,0.0,2.0,22.79,1.0,-999.0,2.0,6.452704447037931
14617,False,2.0,153.1988175223003,237.18096571759256,386.0,17.0,16.0,1.0,15.0,6.0,0.4821260682739162,109.66741892151568,Meals,Crispy Chicken Sandwich Meal,1.0,1.0,23.0,1.0,3.0,0.0,-999.0,1.0,0.0,1.0,23.0,1.0,-999.0,-999.0,4.483389023143445
1608,False,1.0,1639.6133482972132,860.2526597222222,386.0,17.0,16.0,1.0,16.0,5.0,0.3961260690238061,109.66741892151568,Dinner,New York 12oz,1.0,0.0,58.71,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,58.71,1.0,-999.0,-999.0,4.483389023143445
3269,False,1.0,314.9896886833975,115.02565618055556,1100.0,17.0,17.0,2.0,11.0,33.0,0.4331786884552173,109.66741892151568,Sweet Treats,Sundae,1.0,1.0,32.71,1.0,1.0,0.0,-999.0,2.0,0.0,1.0,32.71,1.0,-999.0,-999.0,4.97532270965563
15992,False,1.0,34.30680557648344,127.19664210648148,64.0,17.0,14.0,-999.0,15.0,22.0,0.2921977400420336,109.66741892151568,Double Combination,C. Almond Boneless Chicken - Shrimp Egg Foo Young,1.0,1.0,-999.0,1.0,1.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
2466,False,1.0,532.5953693619473,134.66135050925925,458.0,17.0,13.0,1.0,13.0,11.0,0.4978213366192112,235.05883487072128,Specialties,Chicken & Pasta,1.0,1.0,28.65,3.0,16.0,2.0,-999.0,2.0,1.0,1.0,0.0,2.0,-999.0,-999.0,4.483389023143445
12971,False,1.0,451.85450400114,133.70389570601853,386.0,17.0,11.0,-999.0,12.0,10.0,0.09252515705282,109.66741892151568,Phó (Beef Rice Noodle Soup),#27. Phở Gà (Chicken Rice Noodle Soup),1.0,1.0,-999.0,2.0,2.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
16007,Missing,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Waffles,Chicken & Waffles,1.0,1.0,-999.0,1.0,-999.0,0.0,1.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
12755,False,1.0,764.7226398797069,647.8393138541667,386.0,17.0,7.0,1.0,8.0,5.0,0.2926555852726327,109.66741892151568,Lunch Sides,Steamed Rice,2.0,1.0,0.0,1.0,1.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,2.977703940980984
2879,False,1.0,270.57570251638674,395.8084385185185,386.0,17.0,15.0,1.0,15.0,45.0,0.180205997450487,89.7773501438391,Hot Appetizers,21. Dry-Fried Eggplant,1.0,1.0,60.48,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,60.48,-999.0,-999.0,-999.0,4.483389023143445
108,False,1.0,733.6529420761282,412.77571355324073,386.0,17.0,15.0,1.0,16.0,43.0,0.3299989613545992,45.15373130249448,Appetizers,Guacamole,1.0,1.0,23.75,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,23.75,-999.0,-999.0,-999.0,0.7970859044951977
8660,Missing,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Milk Tea,Earl Grey Milk Tea,1.0,1.0,-999.0,1.0,-999.0,0.0,1.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
7262,False,-999.0,-999.0,217.37349165509255,386.0,17.0,15.0,-999.0,12.0,27.0,0.3347614490626634,-999.0,Missing,Missing,-999.0,-999.0,-999.0,1.0,2.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
2859,False,1.0,406.7817809969339,481.2895250462963,1065.0,17.0,4.0,1.0,9.0,6.0,0.3744907330808635,109.66741892151568,Entrées,Clucks & Fries®,1.0,1.0,68.0,3.0,3.0,0.0,-999.0,1.0,0.0,2.0,34.59,-999.0,-999.0,-999.0,3.236469975790465
11127,False,1.0,314.9896886833975,17.845219618055555,386.0,17.0,15.0,1.0,17.0,10.0,0.4107555495105816,109.66741892151568,Side Orders,Shrimp with Fries (10 Pc),1.0,1.0,-999.0,3.0,6.0,3.0,-999.0,3.0,1.0,2.0,-999.0,2.0,-999.0,-999.0,2.1944170825211167
10751,False,2.0,22.55231679350122,195.77630444444443,386.0,17.0,12.0,1.0,13.0,15.0,0.4148345326426091,19.468156571063705,Sides,Small Fry,1.0,1.0,27.56,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,27.56,-999.0,-999.0,-999.0,2.992792028444903
7599,False,5.0,329.2358980441186,245.59255164351848,386.0,17.0,16.0,-999.0,14.0,33.0,0.3767136993478965,109.66741892151568,Right Price Right Size,Crispy Chicken Sandwich,4.0,0.0,-999.0,1.0,3.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
13578,Missing,1.0,533.1819760445567,1271.2924389236114,553.0,17.0,9.0,1.0,10.0,43.0,0.1817062638837611,109.66741892151568,Seasonal Pies,Apple-Cranberry,1.0,1.0,31.22,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,31.22,1.0,-999.0,-999.0,5.6518421409340345
13363,False,12.0,1316.9740846071088,31.93933435185185,395.0,46.0,14.0,1.0,8.0,5.0,0.2838251008626078,670.9097182790485,Wraps,Paneer Tikka Wrap,1.0,0.0,708.67,1.0,6.0,0.0,-999.0,1.0,0.0,1.0,708.67,1.0,-999.0,-999.0,4.483389023143445
11191,False,1.0,33.69219676504656,1662.936063773148,612.0,17.0,6.0,1.0,7.0,5.0,0.3425932192530679,109.66741892151568,Burgers,Portabella Char,2.0,0.0,18.38,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,18.38,-999.0,-999.0,-999.0,1.2907990782741583
6479,False,2.0,1299.3695596059815,109.86208556712964,386.0,17.0,15.0,1.0,14.0,5.0,0.2349238109245238,133.41227637204213,Plates,Chicken Souvlaki Plate,1.0,1.0,46.51,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,46.51,-999.0,-999.0,-999.0,4.483389023143445
6941,False,1.0,275.1576709592183,0.0177436458333333,64.0,17.0,8.0,1.0,14.0,35.0,0.4563293620978588,188.33767020814167,Missing,Missing,-999.0,-999.0,6.33,1.0,11.0,0.0,-999.0,1.0,0.0,1.0,6.33,1.0,-999.0,-999.0,4.816367452554892
4304,Missing,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Fresh Salads,House Salad,1.0,1.0,-999.0,1.0,-999.0,0.0,8.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
9904,False,1.0,247.18897928922493,87.87247234953703,1100.0,17.0,7.0,1.0,11.0,44.0,0.4341345636810817,92.84664111029308,Sweet Spot,Mini Chocolate Fudge Cake,1.0,1.0,4.33,3.0,3.0,1.0,1.0,2.0,1.0,3.0,4.33,2.0,-999.0,1.0,4.358873517919485
16100,False,3.0,1291.1243453240118,1186.507939467593,1100.0,17.0,14.0,-999.0,14.0,5.0,0.3475892798438825,29.671625459870302,Tacos,Perico Taco,1.0,1.0,0.0,1.0,1.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,-999.0
16085,False,1.0,331.75844168050577,14.206996701388888,386.0,17.0,13.0,2.0,14.0,21.0,0.2298601745569783,109.66741892151568,Nuggets,Chicken McNuggets (20 Pcs.),2.0,1.0,17.78,2.0,1.0,0.0,-999.0,2.0,0.0,2.0,17.78,1.0,-999.0,-999.0,2.1749754331637643
12672,Missing,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Sides,Chips,1.0,1.0,-999.0,1.0,-999.0,0.0,30.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
7468,False,-999.0,-999.0,268.2541758680556,472.0,17.0,8.0,-999.0,11.0,18.0,0.2704214918084657,-999.0,Missing,Missing,-999.0,-999.0,-999.0,1.0,1.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
10446,Missing,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Burger Experiments,Burger of the Gods,1.0,1.0,-999.0,1.0,-999.0,0.0,1.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
9430,False,1.0,11.559813806703966,13.939391319444445,560.0,46.0,15.0,1.0,10.0,33.0,0.2986711358055274,54.471251082873934,Waffles,Chicken & Waffles,1.0,1.0,-999.0,1.0,4.0,4.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,19.40412436395075
3958,False,1.0,87.88526030510718,291.877152025463,204.0,46.0,6.0,2.0,11.0,16.0,0.3882413616185998,16.30856359020006,Beef,Szechuan Beef,1.0,1.0,29.39,1.0,1.0,0.0,-999.0,1.0,0.0,1.0,29.39,-999.0,-999.0,-999.0,4.231876472151998
863,Missing,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Snack,French Fries,1.0,1.0,-999.0,1.0,-999.0,0.0,30.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
3439,False,1.0,396.3093935236294,350.4141389351852,386.0,17.0,21.0,1.0,16.0,23.0,0.2659033504260112,82.84178447907823,Boneless Wings,Boneless Snack Wings,1.0,1.0,28.8,1.0,5.0,0.0,-999.0,1.0,0.0,1.0,28.8,1.0,-999.0,-999.0,1.95546546958306
10298,False,1.0,367.31623062559686,311.5469737962963,155.0,17.0,7.0,2.0,14.0,5.0,0.5604701065690785,30.837416490109614,Vodka,Tito's Handmade Vodka | 750ml,1.0,1.0,0.0,1.0,-999.0,0.0,3.0,3.0,0.0,3.0,0.0,1.0,-999.0,5.0,9.59084529046341
2178,False,1.0,277.8193262085823,930.6536155671296,386.0,17.0,9.0,1.0,13.0,27.0,0.3626145454847831,58.57351555810227,Tacos,Two Taco Platter,1.0,1.0,37.01,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,37.01,-999.0,-999.0,-999.0,4.483389023143445
6427,False,3.0,74.73466321285555,116.0313362037037,386.0,17.0,14.0,1.0,14.0,43.0,0.4478405711812621,58.805761875434385,Kabobs,Lamb,1.0,1.0,-999.0,1.0,2.0,0.0,-999.0,1.0,0.0,1.0,-999.0,1.0,-999.0,-999.0,4.483389023143445
11057,False,1.0,92.09837871357615,1020.9969872106482,712.0,28.0,8.0,-999.0,11.0,34.0,0.5362746376766807,17.033694691624255,Entrees,Burrito,1.0,1.0,0.0,2.0,1.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,-999.0
5911,False,1.0,40.07933459818131,81.37903497685187,386.0,17.0,12.0,1.0,11.0,35.0,0.3663688336264433,81.59702673978622,Just a WhataBurger,Bacon & Cheese Whataburger,1.0,1.0,158.33,1.0,5.0,4.0,-999.0,4.0,1.0,1.0,17.22,2.0,-999.0,-999.0,12.034762897208193
12702,False,1.0,337.4983064876816,155.23036252314816,386.0,17.0,14.0,1.0,8.0,5.0,0.4858518346056206,7.714057068261165,"Create Your Own X Large 16"" Pizza",Classic Cheese Half and Half Pizza,1.0,1.0,54.98,2.0,-999.0,0.0,-999.0,1.0,0.0,1.0,18.42,-999.0,-999.0,-999.0,4.28017761092331
5852,Missing,2.0,498.27535089400897,212.68129369212963,1100.0,17.0,15.0,1.0,15.0,5.0,0.4239367012583822,109.66741892151568,Bun Sandwiches,The Boss,2.0,1.0,0.0,1.0,-999.0,2.0,-999.0,3.0,2.0,1.0,0.0,2.0,-999.0,-999.0,5.460174770329228
15040,Missing,1.0,754.2582609342115,463.27873478009263,386.0,17.0,6.0,1.0,9.0,6.0,0.3548696686467032,109.66741892151568,Appetizers,Jump Starter Double,1.0,1.0,30.84,1.0,-999.0,0.0,-999.0,1.0,0.0,2.0,30.84,-999.0,-999.0,1.0,1.6677090233494845
8091,False,1.0,801.0317084993512,223.15601715277776,386.0,17.0,7.0,1.0,12.0,21.0,0.2167156493145078,6.076463904779503,Snacks & Shareables,Hummus with PERi-PERi Drizzle,1.0,0.0,22.72,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,22.72,-999.0,-999.0,-999.0,4.483389023143445
6959,False,1.0,90.48989027569507,288.1854345717593,646.0,17.0,9.0,1.0,17.0,43.0,0.4806502816081044,188.3433245793225,Nachos,Grilled Chicken Nacho,1.0,1.0,0.0,1.0,1.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,4.483389023143445
6011,Missing,1.0,314.9896886833975,966.3744173726852,386.0,17.0,10.0,1.0,9.0,43.0,0.4109935987912584,109.66741892151568,WhataBurger Meals,Double Meat Whataburger Meal,1.0,1.0,20.78,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,20.78,1.0,-999.0,-999.0,10.273765256825254
11608,False,1.0,232.79178789328108,245.3111805092593,86.0,46.0,7.0,1.0,15.0,27.0,0.3586445561755832,109.66741892151568,Wok Noodles & Rice Dishes,Spicy Udon,1.0,1.0,0.0,1.0,-999.0,0.0,3.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,5.0,11.074997237111038
15248,False,1.0,190.53785821846688,0.0052037962962962,64.0,17.0,8.0,1.0,12.0,43.0,0.2962360628581659,109.66741892151568,Missing,Missing,-999.0,-999.0,4.19,1.0,3.0,0.0,-999.0,1.0,0.0,1.0,4.19,-999.0,-999.0,-999.0,2.6249863518837815
3453,False,1.0,314.9896886833975,199.30510598379632,472.0,17.0,8.0,1.0,9.0,5.0,0.5129234930288354,109.66741892151568,Plates,Grilled Grass Fed Steak Plate,1.0,1.0,19.07,1.0,4.0,0.0,-999.0,1.0,0.0,1.0,19.07,1.0,-999.0,-999.0,4.483389023143445
56,False,-999.0,-999.0,0.0014609375,543.0,28.0,16.0,-999.0,1.0,38.0,0.0828615991491589,-999.0,Missing,Missing,-999.0,-999.0,-999.0,1.0,1.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
6110,Missing,2.0,314.9896886833975,159.96114386574075,386.0,17.0,13.0,2.0,12.0,30.0,0.300019699100374,87.04291865201631,Side Orders,French Fries with Cheese,1.0,1.0,52.69,1.0,-999.0,0.0,-999.0,1.0,0.0,1.0,52.69,1.0,-999.0,1.0,5.733210614430751
13586,False,1.0,314.9896886833975,893.7791252083333,294.0,28.0,8.0,1.0,15.0,27.0,0.5324391934368328,57.06710662145769,Rolls & Calzones,Design Your Own,1.0,1.0,20.53,1.0,1.0,0.0,-999.0,1.0,0.0,1.0,20.53,-999.0,-999.0,-999.0,2.241160867301657
4533,False,1.0,314.9896886833975,512.9001062962963,386.0,17.0,10.0,2.0,10.0,24.0,0.1488546452400256,109.66741892151568,Burgers & Sandwiches,2 Cheeseburgers,1.0,1.0,21.52,1.0,-999.0,0.0,-999.0,4.0,0.0,1.0,21.52,-999.0,-999.0,-999.0,14.821722757875506
7138,Missing,1.0,314.9896886833975,180.44005354166663,386.0,17.0,12.0,1.0,16.0,5.0,0.5898261395578912,161.3804891623893,Combos,Dave's Double® Combo,1.0,1.0,0.0,1.0,-999.0,0.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,10.194188668460267
7824,False,1.0,183.0886930978795,375.9108774189815,386.0,17.0,15.0,1.0,18.0,40.0,0.2828599051962361,109.66741892151568,Beverages,Coconut Juice,1.0,1.0,0.0,1.0,-999.0,0.0,3.0,-999.0,0.0,1.0,0.0,-999.0,-999.0,-999.0,4.483389023143445
2690,False,1.0,48.14314306638073,389.1589251851852,386.0,17.0,15.0,1.0,13.0,6.0,0.1126119783796487,109.66741892151568,To Go,Quart Green Chile with Pork Meat,1.0,1.0,24.55,2.0,5.0,0.0,-999.0,1.0,0.0,1.0,24.55,-999.0,-999.0,-999.0,6.432923669774129
4091,False,1.0,124.0345935967778,786.9440576273148,386.0,17.0,12.0,-999.0,12.0,27.0,0.4725787266000704,37.46748888618798,Fried Rice & Noodles,Basil Fried Rice (Spicy),1.0,0.0,-999.0,1.0,1.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0
9284,False,1.0,8.5109078707913,111.59468788194444,593.0,17.0,10.0,1.0,11.0,33.0,0.326517346474737,88.63277727926085,Slams,BUILD YOUR OWN GRAND SLAM®,1.0,1.0,-999.0,2.0,2.0,0.0,-999.0,-999.0,0.0,3.0,-999.0,-999.0,-999.0,1.0,7.765918737150238
1109,False,1.0,314.9896886833975,185.98661179398152,386.0,17.0,13.0,1.0,16.0,43.0,0.2739509572004796,2.3983906459476474,Entrees,Burrito Bowl,1.0,1.0,14.28,1.0,-999.0,0.0,1.0,1.0,0.0,2.0,14.28,1.0,-999.0,2.0,3.55992525001933
